unique_id,fiscal_year,agency,sub_agency,program,sub_program,sub_program_2,sub_program_3,budget_source,budget_stage,granularity,amount_millions,funding_type,program_status,is_non_add,notes,source_id,source_page
CDC-000148,2024,HHS,CDC,Occupational Safety and Health,Mining Research,,,Congressional Justification,Request,sub_program_level,66.5,Discretionary,Active,No,,S002,279
CDC-000149,2024,HHS,CDC,Occupational Safety and Health,National Mesothelioma Registry and Tissue Bank,,,Congressional Justification,Request,sub_program_level,1.2,Discretionary,Active,No,,S002,279
CDC-000150,2024,HHS,CDC,Occupational Safety and Health,National Occupational Research Agenda (NORA),,,Congressional Justification,Request,sub_program_level,119.5,Discretionary,Active,No,,S002,279
CDC-000151,2024,HHS,CDC,Occupational Safety and Health,Other Occupational Safety and Health Research,,,Congressional Justification,Request,sub_program_level,115.1,Discretionary,Active,No,,S002,279
CDC-000152,2024,HHS,CDC,Occupational Safety and Health,Personal Protective Technology,,,Congressional Justification,Request,sub_program_level,23,Discretionary,Active,No,,S002,279
CDC-000153,2024,HHS,CDC,Occupational Safety and Health,National Occupational Research Agenda (NORA),"Agriculture, Forestry, Fishing (AgFF)",,Congressional Justification,Request,sub_program_2_level,29,Discretionary,Active,Non-add,,S002,279
CDC-000154,2024,HHS,CDC,EEOICPA,,,,Congressional Justification,Request,program_level,50.763,Mandatory,Active,No,From APT. Post-sequester amount. | Under the oversight of the Occupational Safety and Health program. Mandatory funding — not included in discretionary CDC totals.,S002,35
CDC-000155,2024,HHS,CDC,EEOICPA,,,,Congressional Justification,Request,program_level,50.763,Total,Active,No,Total equals Mandatory amount ($50.763M). Mandatory funding — not included in discretionary CDC totals.,S002,35
CDC-000156,2024,HHS,CDC,World Trade Center Health Program,,,,Congressional Justification,Request,program_level,782.145,Mandatory,Active,No,From APT. Federal share estimated obligations only. | Under the oversight of the Occupational Safety and Health program. Mandatory funding — not included in discretionary CDC totals.,S002,35
CDC-000157,2024,HHS,CDC,World Trade Center Health Program,,,,Congressional Justification,Request,program_level,782.145,Total,Active,No,Total equals Mandatory amount ($782.145M). Mandatory funding — not included in discretionary CDC totals.,S002,35
CDC-000158,2024,HHS,CDC,Global Health,,,,Congressional Justification,Request,program_level,764.843,Discretionary,Active,No,,S002,295
CDC-000159,2024,HHS,CDC,Global Health,,,,Congressional Justification,Request,program_level,764.843,Total,Active,No,,S002,295
CDC-000160,2024,HHS,CDC,Global Health,Global HIV/AIDS Program,,,Congressional Justification,Request,sub_program_level,128.921,Discretionary,Active,No,,S002,295
CDC-000161,2024,HHS,CDC,Global Health,Global Immunization Program,,,Congressional Justification,Request,sub_program_level,240,Discretionary,Active,No,,S002,295
CDC-000162,2024,HHS,CDC,Global Health,Global Public Health Protection,,,Congressional Justification,Request,sub_program_level,353.2,Discretionary,Active,No,,S002,295
CDC-000163,2024,HHS,CDC,Global Health,Global Tuberculosis,,,Congressional Justification,Request,sub_program_level,11.722,Discretionary,Active,No,,S002,295
CDC-000164,2024,HHS,CDC,Global Health,Parasitic Diseases and Malaria,,,Congressional Justification,Request,sub_program_level,31,Discretionary,Active,No,,S002,295
CDC-000165,2024,HHS,CDC,Global Health,Global Immunization Program,Measles and Other Vaccine Preventable Diseases,,Congressional Justification,Request,sub_program_2_level,60,Discretionary,Active,Subcomponent,,S002,295
CDC-000166,2024,HHS,CDC,Global Health,Global Immunization Program,Polio Eradication,,Congressional Justification,Request,sub_program_2_level,180,Discretionary,Active,Subcomponent,,S002,295
CDC-000167,2024,HHS,CDC,Global Health,Parasitic Diseases and Malaria,Soil Transmitted Helminth (STH),,Congressional Justification,Request,sub_program_2_level,1.5,Discretionary,Active,Non-add,,S002,295
CDC-000168,2024,HHS,CDC,Public Health Preparedness and Response,,,,Congressional Justification,Request,program_level,943.2,Discretionary,Active,No,,S002,321
CDC-000169,2024,HHS,CDC,Public Health Preparedness and Response,,,,Congressional Justification,Request,program_level,943.2,Total,Active,No,,S002,321
CDC-000170,2024,HHS,CDC,Public Health Preparedness and Response,Public Health Preparedness and Response,,,Congressional Justification,Request,sub_program_level,943.2,Discretionary,Active,No,,S002,321
CDC-000171,2024,HHS,CDC,Buildings and Facilities,,,,Congressional Justification,Request,program_level,55,Discretionary,Active,No,,S002,361
CDC-000172,2024,HHS,CDC,Buildings and Facilities,,,,Congressional Justification,Request,program_level,55,Total,Active,No,,S002,361
CDC-000173,2024,HHS,CDC,Buildings and Facilities,Buildings and Facilities,,,Congressional Justification,Request,sub_program_level,55,Discretionary,Active,No,,S002,361
CDC-000174,2024,HHS,CDC,CDC-Wide Activities and Program Support,,,,Congressional Justification,Request,program_level,828.57,Discretionary,Active,No,,S002,343
CDC-000175,2024,HHS,CDC,CDC-Wide Activities and Program Support,,,,Congressional Justification,Request,program_level,210,PPHF,Active,No,,S002,343
CDC-000176,2024,HHS,CDC,CDC-Wide Activities and Program Support,,,,Congressional Justification,Request,program_level,1038.57,Total,Active,No,,S002,343
CDC-000177,2024,HHS,CDC,CDC-Wide Activities and Program Support,Center for Forecasting and Outbreak Analytics,,,Congressional Justification,Request,sub_program_level,100,Total,Active,No,Total for Center for Forecasting and Outbreak Analytics. BA only ($100.000M). PPHF ($50.000M) is non-add — not included in Total.,S002,322
CDC-000178,2024,HHS,CDC,CDC-Wide Activities and Program Support,Infectious Disease Rapid Response Reserve Fund,,,Congressional Justification,Request,sub_program_level,35,Discretionary,Active,No,,S002,343
CDC-000179,2024,HHS,CDC,CDC-Wide Activities and Program Support,Preventive Health and Health Services Block Grant,,,Congressional Justification,Request,sub_program_level,160,PPHF,Active,No,,S002,343
CDC-000180,2024,HHS,CDC,CDC-Wide Activities and Program Support,Public Health Infrastructure and Capacity,,,Congressional Justification,Request,sub_program_level,600,Discretionary,Active,No,,S002,343
CDC-000181,2024,HHS,CDC,CDC-Wide Activities and Program Support,Public Health Leadership and Support,,,Congressional Justification,Request,sub_program_level,143.57,Discretionary,Active,No,,S002,343
CDC-000182,2024,HHS,CDC,CDC-Wide Activities and Program Support,Center for Forecasting and Outbreak Analytics,Center for Forecasting and Outbreak Analytics (BA),,Congressional Justification,Request,sub_program_2_level,100,Discretionary,Active,Subcomponent,,S002,343
CDC-000183,2024,HHS,CDC,CDC-Wide Activities and Program Support,Center for Forecasting and Outbreak Analytics,Center for Forecasting and Outbreak Analytics (PPHF),,Congressional Justification,Request,sub_program_2_level,50,PPHF,Active,Non-add,,S002,343
CDC-000184,2024,HHS,CDC,Vaccines for Children (VFC),,,,Congressional Justification,Request,program_level,6002,Mandatory,Active,No,From APT. Proposed law expanding eligible population to include CHIP children. | Under the oversight of the Immunization and Respiratory Diseases program. Mandatory funding — not included in discretionary CDC totals.,S002,35
CDC-000185,2024,HHS,CDC,Vaccines for Children (VFC),,,,Congressional Justification,Request,program_level,6002,Total,Active,No,Total equals Mandatory amount ($6002.0M). Mandatory funding — not included in discretionary CDC totals.,S002,35
CDC-000186,2024,HHS,CDC,Vaccines for Adults (VFA),,,,Congressional Justification,Request,program_level,1004,Mandatory,Proposed Law,No,Proposed Law. Requires new legislation to expand VFC to adults. | Under the oversight of the Immunization and Respiratory Diseases program. Mandatory funding — not included in discretionary CDC totals.,S002,35
CDC-000187,2024,HHS,CDC,Vaccines for Adults (VFA),,,,Congressional Justification,Request,program_level,1004,Total,Proposed Law,No,Total equals Mandatory amount ($1004.0M). Mandatory funding — not included in discretionary CDC totals.,S002,35
CDC-000188,2024,HHS,CDC,PHSSEF / Strengthening Biodefense,,,,Congressional Justification,Request,program_level,6100,Mandatory,Proposed Law,Non-add,Non-add. Proposed Law mandatory via PHSSEF. $6.1B of $20B HHS pandemic preparedness proposal allocated to CDC. Shown as non-add in BIB — not included in CDC program subtotal. Never enacted.,S002,35
CDC-000189,2024,HHS,CDC,PHSSEF / Strengthening Biodefense,,,,Congressional Justification,Request,program_level,6100,Total,Proposed Law,Non-add,Total equals Mandatory amount ($6100.0M). Mandatory funding — not included in discretionary CDC totals. Non-add — not included in CDC program subtotal.,S002,35
CDC-000190,2024,HHS,CDC,User Fees,,,,Congressional Justification,Request,program_level,2.226,User Fees,Active,No,User Fees. From CJ All-Purpose Table p.16. $2.226M — level across FY2024 and FY2025.,S002,16
CDC-000191,2024,HHS,CDC,User Fees,,,,Congressional Justification,Request,program_level,2.226,Total,Active,No,User Fees. From CJ All-Purpose Table p.16. $2.226M — level across FY2024 and FY2025.,S002,16
CDC-000192,2024,HHS,ATSDR,ATSDR,,,,Congressional Justification,Request,aggregate,86.02,Total,Active,No,"Total ATSDR Program Level (Discretionary only, Congressional Justification). $86.020M. No PPHF or PHS Eval component for ATSDR.",S002,35
CDC-000193,2024,HHS,ATSDR,ATSDR,,,,Congressional Justification,Request,program_level,86.02,Discretionary,Active,No,From All-Purpose Table. Units in thousands.,S002,35
CDC-000194,2024,HHS,ATSDR,ATSDR,,,,Congressional Justification,Request,program_level,86.02,Total,Active,No,From All-Purpose Table. Units in thousands.,S002,35
CDC-000195,2024,HHS,CDC,CDC,,,,Congressional Justification,Request,aggregate,11631.616,Total,Active,No,"Total CDC Program Level (Congressional Justification). Sum of all CDC program account Totals excluding ATSDR (separate agency), VFC, VFA, WTC, PHSSEF, and User Fees. Includes EEOICPA mandatory. CDC programs: $11,580.853M + EEOICPA $50.763M = $11,631.616M.",S002,35
CDC-000196,2024,HHS,CDC,Immunization and Respiratory Diseases,,,,Budget in Brief,Request,program_level,751,Discretionary,Active,No,"Discretionary BA only. Calculated: Total ($1,256M) minus PPHF ($505M) = $751M.",S001,39
CDC-000197,2024,HHS,CDC,Immunization and Respiratory Diseases,,,,Budget in Brief,Request,program_level,505,PPHF,Active,Non-add,,S001,39
CDC-000198,2024,HHS,CDC,Immunization and Respiratory Diseases,,,,Budget in Brief,Request,program_level,1256,Total,Active,No,,S001,39
CDC-000199,2024,HHS,CDC,"HIV/AIDS, Viral Hepatitis, STI and TB Prevention",,,,Budget in Brief,Request,program_level,1545,Discretionary,Active,No,,S001,39
CDC-000200,2024,HHS,CDC,"HIV/AIDS, Viral Hepatitis, STI and TB Prevention",,,,Budget in Brief,Request,program_level,1545,Total,Active,No,Total equals Discretionary — no PPHF or PHS Eval component for this program.,S001,39
CDC-000201,2024,HHS,CDC,Emerging and Zoonotic Infectious Diseases,,,,Budget in Brief,Request,program_level,794,Discretionary,Active,No,Discretionary BA only. Calculated: Total ($846M) minus PPHF ($52M) = $794M.,S001,39
CDC-000202,2024,HHS,CDC,Emerging and Zoonotic Infectious Diseases,,,,Budget in Brief,Request,program_level,52,PPHF,Active,Non-add,,S001,39
CDC-000203,2024,HHS,CDC,Emerging and Zoonotic Infectious Diseases,,,,Budget in Brief,Request,program_level,846,Total,Active,No,,S001,39
CDC-000204,2024,HHS,CDC,Chronic Disease Prevention and Health Promotion,,,,Budget in Brief,Request,program_level,1552,Discretionary,Active,No,"Discretionary BA only. Calculated: Total ($1,814M) minus PPHF ($262M) = $1,552M.",S001,39
CDC-000205,2024,HHS,CDC,Chronic Disease Prevention and Health Promotion,,,,Budget in Brief,Request,program_level,262,PPHF,Active,Non-add,,S001,39
CDC-000206,2024,HHS,CDC,Chronic Disease Prevention and Health Promotion,,,,Budget in Brief,Request,program_level,1814,Total,Active,No,,S001,39
CDC-000207,2024,HHS,CDC,"Birth Defects, Developmental Disabilities, Disability and Health",,,,Budget in Brief,Request,program_level,223,Discretionary,Active,No,,S001,39
CDC-000208,2024,HHS,CDC,"Birth Defects, Developmental Disabilities, Disability and Health",,,,Budget in Brief,Request,program_level,223,Total,Active,No,Total equals Discretionary — no PPHF or PHS Eval component for this program.,S001,39
CDC-000209,2024,HHS,CDC,Public Health Scientific Services,,,,Budget in Brief,Request,program_level,652,Discretionary,Active,No,Discretionary BA only. Calculated: Total ($962.0M) minus PPHF ($140.0M) minus PHS Eval ($170.0M) = $652.0M.,S001,39
CDC-000210,2024,HHS,CDC,Public Health Scientific Services,,,,Budget in Brief,Request,program_level,140,PPHF,Active,Non-add,,S001,39
CDC-000211,2024,HHS,CDC,Public Health Scientific Services,,,,Budget in Brief,Request,program_level,170,PHS Evaluation,Active,Non-add,"Non-add. PHS Evaluation Funds for PHSS ($170M). Shown as ""(non-add)"" in BIB table. First year PHS Eval shown for PHSS.",S001,39
CDC-000212,2024,HHS,CDC,Public Health Scientific Services,,,,Budget in Brief,Request,program_level,962,Total,Active,No,,S001,39
CDC-000213,2024,HHS,CDC,Environmental Health,,,,Budget in Brief,Request,program_level,397,Discretionary,Active,No,Discretionary BA only. Calculated: Total ($421.0M) minus PPHF ($17.0M) minus PHS Eval ($7.0M) = $397.0M.,S001,39
CDC-000214,2024,HHS,CDC,Environmental Health,,,,Budget in Brief,Request,program_level,17,PPHF,Active,Non-add,,S001,39
CDC-000215,2024,HHS,CDC,Environmental Health,,,,Budget in Brief,Request,program_level,7,PHS Evaluation,Active,Non-add,PHS Evaluation Funds (non-add) per BIB table.,S001,39
CDC-000216,2024,HHS,CDC,Environmental Health,,,,Budget in Brief,Request,program_level,421,Total,Active,No,,S001,39
CDC-000217,2024,HHS,CDC,Injury Prevention and Control,,,,Budget in Brief,Request,program_level,1352,Discretionary,Active,No,,S001,39
CDC-000218,2024,HHS,CDC,Injury Prevention and Control,,,,Budget in Brief,Request,program_level,1352,Total,Active,No,Total equals Discretionary — no PPHF or PHS Eval component for this program.,S001,39
CDC-000219,2024,HHS,CDC,Occupational Safety and Health,,,,Budget in Brief,Request,program_level,363,Discretionary,Active,No,,S001,39
CDC-000220,2024,HHS,CDC,Occupational Safety and Health,,,,Budget in Brief,Request,program_level,363,Total,Active,No,Total equals Discretionary — no PPHF or PHS Eval component for this program.,S001,39
CDC-000221,2024,HHS,CDC,EEOICPA,,,,Budget in Brief,Request,program_level,51,Mandatory,Active,No,From BIB mandatory programs table p.40. Post-sequester amount. | Under the oversight of the Occupational Safety and Health program. Mandatory funding — not included in discretionary CDC totals.,S001,40
CDC-000222,2024,HHS,CDC,EEOICPA,,,,Budget in Brief,Request,program_level,51,Total,Active,No,Under the oversight of the Occupational Safety and Health program. Mandatory funding — not included in discretionary CDC totals.,S001,40
CDC-000223,2024,HHS,CDC,World Trade Center Health Program,,,,Budget in Brief,Request,program_level,782,Mandatory,Active,No,From BIB mandatory programs table p.40. Federal share only. | Under the oversight of the Occupational Safety and Health program. Mandatory funding — not included in discretionary CDC totals.,S001,40
